# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# liftDir       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# yawAxis       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 2.22360000e+02
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
0.00062         	1.41331456e-01	5.80617891e-02	8.32696674e-02	2.52078783e-01	6.98770525e-02	1.82201730e-01	-5.61623390e-02	-1.26039391e-02	7.06657282e-03	2.87806886e-21	7.06657282e-03	-7.06657282e-03
0.00064         	1.39516204e-01	5.71910445e-02	8.23251599e-02	2.51341154e-01	6.97353267e-02	1.81605827e-01	-5.59352501e-02	-1.25670577e-02	6.97581022e-03	2.86341381e-21	6.97581022e-03	-6.97581022e-03
0.00066         	1.37742938e-01	5.63410424e-02	8.14018952e-02	2.50608527e-01	6.95958037e-02	1.81012724e-01	-5.57084599e-02	-1.25304264e-02	6.88714688e-03	2.84938347e-21	6.88714688e-03	-6.88714688e-03
0.00068         	1.36008334e-01	5.55102222e-02	8.04981119e-02	2.49878897e-01	6.94579098e-02	1.80420987e-01	-5.54815388e-02	-1.24939449e-02	6.80041671e-03	2.83577447e-21	6.80041671e-03	-6.80041671e-03
0.0007          	1.34316286e-01	5.47006239e-02	7.96156621e-02	2.49150382e-01	6.93220324e-02	1.79828349e-01	-5.52531584e-02	-1.24575191e-02	6.71581430e-03	2.82260427e-21	6.71581430e-03	-6.71581430e-03
0.00072         	1.32676195e-01	5.39168682e-02	7.87593271e-02	2.48424588e-01	6.91909926e-02	1.79233596e-01	-5.50213015e-02	-1.24212294e-02	6.63380977e-03	2.81107206e-21	6.63380977e-03	-6.63380977e-03
0.00074         	1.31095629e-01	5.31624126e-02	7.79332166e-02	2.47708040e-01	6.90687870e-02	1.78639253e-01	-5.47852330e-02	-1.23854020e-02	6.55478146e-03	2.79745348e-21	6.55478146e-03	-6.55478146e-03
0.00076         	1.29580636e-01	5.24400157e-02	7.71406203e-02	2.47006046e-01	6.89580724e-02	1.78047973e-01	-5.45449505e-02	-1.23503023e-02	6.47903180e-03	2.78473590e-21	6.47903180e-03	-6.47903180e-03
0.00078         	1.28131654e-01	5.17499590e-02	7.63816948e-02	2.46317358e-01	6.88578461e-02	1.77459512e-01	-5.43008331e-02	-1.23158679e-02	6.40658269e-03	2.77354151e-21	6.40658269e-03	-6.40658269e-03
0.0008          	1.26743843e-01	5.10901119e-02	7.56537312e-02	2.45636193e-01	6.87635420e-02	1.76872651e-01	-5.40545544e-02	-1.22818096e-02	6.33719215e-03	2.76249075e-21	6.33719215e-03	-6.33719215e-03
0.00082         	1.25406562e-01	5.04556550e-02	7.49509066e-02	2.44952516e-01	6.86685831e-02	1.76283933e-01	-5.38076747e-02	-1.22476258e-02	6.27032808e-03	2.75182364e-21	6.27032808e-03	-6.27032808e-03
0.00084         	1.24108970e-01	4.98417265e-02	7.42672439e-02	2.44255175e-01	6.85653970e-02	1.75689778e-01	-5.35621904e-02	-1.22127587e-02	6.20544852e-03	2.74078454e-21	6.20544852e-03	-6.20544852e-03
0.00086         	1.22840574e-01	4.92434574e-02	7.35971168e-02	2.43536595e-01	6.84490000e-02	1.75087595e-01	-5.33192973e-02	-1.21768297e-02	6.14202871e-03	2.73075584e-21	6.14202871e-03	-6.14202871e-03
0.00088         	1.21593571e-01	4.86570461e-02	7.29365252e-02	2.42794791e-01	6.83184329e-02	1.74476358e-01	-5.30789624e-02	-1.21397395e-02	6.07967856e-03	2.72105446e-21	6.07967856e-03	-6.07967856e-03
0.0009          	1.20364798e-01	4.80806942e-02	7.22841040e-02	2.42034098e-01	6.81771978e-02	1.73856900e-01	-5.28398510e-02	-1.21017049e-02	6.01823991e-03	2.71165713e-21	6.01823991e-03	-6.01823991e-03
0.00092         	1.19154856e-01	4.75143003e-02	7.16405562e-02	2.41262559e-01	6.80316140e-02	1.73230945e-01	-5.25996657e-02	-1.20631280e-02	5.95774282e-03	2.70292919e-21	5.95774282e-03	-5.95774282e-03
0.00094         	1.17966427e-01	4.69587081e-02	7.10077190e-02	2.40490109e-01	6.78891824e-02	1.72600927e-01	-5.23558722e-02	-1.20245055e-02	5.89832136e-03	2.69458463e-21	5.89832136e-03	-5.89832136e-03
0.00096         	1.16802261e-01	4.64148317e-02	7.03874296e-02	2.39725979e-01	6.77563534e-02	1.71969626e-01	-5.21066361e-02	-1.19862990e-02	5.84011307e-03	2.68637219e-21	5.84011307e-03	-5.84011307e-03
0.00098         	1.15664044e-01	4.58831370e-02	6.97809074e-02	2.38977704e-01	6.76379475e-02	1.71339756e-01	-5.18509044e-02	-1.19488852e-02	5.78320222e-03	2.67847385e-21	5.78320222e-03	-5.78320222e-03
0.001           	1.14552075e-01	4.53635767e-02	6.91884982e-02	2.38249215e-01	6.75362656e-02	1.70712949e-01	-5.15883419e-02	-1.19124608e-02	5.72760375e-03	2.67078223e-21	5.72760375e-03	-5.72760375e-03
0.00102         	1.13464101e-01	4.48549878e-02	6.86091131e-02	2.37541254e-01	6.74515356e-02	1.70089718e-01	-5.13190913e-02	-1.18770627e-02	5.67320504e-03	2.66329348e-21	5.67320504e-03	-5.67320504e-03
0.00104         	1.12398278e-01	4.43565628e-02	6.80417153e-02	2.36851524e-01	6.73816698e-02	1.69469855e-01	-5.10440924e-02	-1.18425762e-02	5.61991391e-03	2.65570407e-21	5.61991391e-03	-5.61991391e-03
0.00106         	1.11352856e-01	4.38676249e-02	6.74852311e-02	2.36176062e-01	6.73237141e-02	1.68852348e-01	-5.07643170e-02	-1.18088031e-02	5.56764280e-03	2.64947570e-21	5.56764280e-03	-5.56764280e-03
0.00108         	1.10327160e-01	4.33879915e-02	6.69391686e-02	2.35511771e-01	6.72741035e-02	1.68237668e-01	-5.04817820e-02	-1.17755886e-02	5.51635801e-03	2.64018447e-21	5.51635801e-03	-5.51635801e-03
0.0011          	1.09322412e-01	4.29185665e-02	6.64038457e-02	2.34852793e-01	6.72290389e-02	1.67623754e-01	-5.01973575e-02	-1.17426396e-02	5.46612061e-03	2.63322687e-21	5.46612061e-03	-5.46612061e-03
0.00112         	1.08340114e-01	4.24603543e-02	6.58797600e-02	2.34194057e-01	6.71854010e-02	1.67008656e-01	-4.99116273e-02	-1.17097028e-02	5.41700571e-03	2.62628621e-21	5.41700571e-03	-5.41700571e-03
0.00114         	1.07382176e-01	4.20144862e-02	6.53676900e-02	2.33532038e-01	6.71404979e-02	1.66391540e-01	-4.96255212e-02	-1.16766019e-02	5.36910881e-03	2.61972847e-21	5.36910881e-03	-5.36910881e-03
0.00116         	1.06449942e-01	4.15817521e-02	6.48681900e-02	2.32864379e-01	6.70924459e-02	1.65771933e-01	-4.93397435e-02	-1.16432189e-02	5.32249710e-03	2.61330453e-21	5.32249710e-03	-5.32249710e-03
0.00118         	1.05543340e-01	4.11621762e-02	6.43811637e-02	2.32189874e-01	6.70405805e-02	1.65149294e-01	-4.90543567e-02	-1.16094937e-02	5.27716700e-03	2.60651905e-21	5.27716700e-03	-5.27716700e-03
0.0012          	1.04660767e-01	4.07549472e-02	6.39058194e-02	2.31508723e-01	6.69853366e-02	1.64523386e-01	-4.87690247e-02	-1.15754361e-02	5.23303833e-03	2.60071133e-21	5.23303833e-03	-5.23303833e-03
0.00122         	1.03799653e-01	4.03586845e-02	6.34409685e-02	2.30822839e-01	6.69283906e-02	1.63894449e-01	-4.84830291e-02	-1.15411420e-02	5.18998265e-03	2.59576780e-21	5.18998265e-03	-5.18998265e-03
0.00124         	1.02957081e-01	3.99717635e-02	6.29853180e-02	2.30135544e-01	6.68720995e-02	1.63263445e-01	-4.81956726e-02	-1.15067772e-02	5.14785407e-03	2.59062602e-21	5.14785407e-03	-5.14785407e-03
0.00126         	1.02130671e-01	3.95928333e-02	6.25378374e-02	2.29450041e-01	6.68190110e-02	1.62631030e-01	-4.79060095e-02	-1.14725020e-02	5.10653353e-03	2.58542851e-21	5.10653353e-03	-5.10653353e-03
0.00128         	1.01318860e-01	3.92209536e-02	6.20979068e-02	2.28769532e-01	6.67714084e-02	1.61998124e-01	-4.76133577e-02	-1.14384766e-02	5.06594302e-03	2.58027689e-21	5.06594302e-03	-5.06594302e-03
0.0013          	1.00521155e-01	3.88557706e-02	6.16653840e-02	2.28096134e-01	6.67311009e-02	1.61365033e-01	-4.73169659e-02	-1.14048067e-02	5.02605773e-03	2.57515691e-21	5.02605773e-03	-5.02605773e-03
0.00132         	9.97378641e-02	3.84974050e-02	6.12404591e-02	2.27430541e-01	6.66986378e-02	1.60731903e-01	-4.70166325e-02	-1.13715270e-02	4.98689320e-03	2.56984311e-21	4.98689320e-03	-4.98689320e-03
0.00134         	9.89696242e-02	3.81461660e-02	6.08234582e-02	2.26772922e-01	6.66741737e-02	1.60098748e-01	-4.67122871e-02	-1.13386461e-02	4.94848121e-03	2.56477333e-21	4.94848121e-03	-4.94848121e-03
0.00136         	9.82170595e-02	3.78024132e-02	6.04146463e-02	2.26122331e-01	6.66569577e-02	1.59465374e-01	-4.64042080e-02	-1.13061166e-02	4.91085298e-03	2.55912481e-21	4.91085298e-03	-4.91085298e-03
0.00138         	9.74802443e-02	3.74662452e-02	6.00139991e-02	2.25477539e-01	6.66460823e-02	1.58831457e-01	-4.60926872e-02	-1.12738769e-02	4.87401221e-03	2.55269292e-21	4.87401221e-03	-4.87401221e-03
0.0014          	9.67593033e-02	3.71377822e-02	5.96215211e-02	2.24837388e-01	6.66406258e-02	1.58196762e-01	-4.57780683e-02	-1.12418694e-02	4.83796516e-03	2.54528749e-21	4.83796516e-03	-4.83796516e-03
